Institution,Dataset,Dataset-URL,Filename,License,Attribution,Image-URI,MIME type,Kick-Off
Stadtarchiv der Landeshauptstadt Saarbrücken,Plébiscite sur le statut de la Sarre de 1935,https://codingdavinci.de/fr/daten/plebiscite-sur-le-statut-de-la-sarre-de-1935,saarabstimmung-1935.jpg,CC BY-SA 3.0 DE,"Nachlass Fritz Mittelstaedt, Stadtarchiv Saarbrücken",/sites/default/files/2020-05/saarabstimmung-1935.jpg,image/jpeg,Saar-Lor-Lux 2020
Stadtarchiv der Landeshauptstadt Saarbrücken,Plébiscite sur le statut de la Sarre de 1935,https://codingdavinci.de/fr/daten/plebiscite-sur-le-statut-de-la-sarre-de-1935,saarabstimmung-1935.jpg,CC BY-SA 3.0 DE,"Nachlass Fritz Mittelstaedt, Stadtarchiv Saarbrücken",/sites/default/files/2020-05/saarabstimmung-1935.jpg,image/jpeg,Saar-Lor-Lux 2020
Stadtarchiv der Landeshauptstadt Saarbrücken,Plébiscite sur le statut de la Sarre de 1935,https://codingdavinci.de/fr/daten/plebiscite-sur-le-statut-de-la-sarre-de-1935,saarabstimmung-1935.jpg,CC BY-SA 3.0 DE,"Nachlass Fritz Mittelstaedt, Stadtarchiv Saarbrücken",/sites/default/files/2020-05/saarabstimmung-1935.jpg,image/jpeg,Saar-Lor-Lux 2020
Stadtarchiv der Landeshauptstadt Saarbrücken,Plébiscite sur le statut de la Sarre de 1935,https://codingdavinci.de/fr/daten/plebiscite-sur-le-statut-de-la-sarre-de-1935,saarabstimmung-1935.jpg,CC BY-SA 3.0 DE,"Nachlass Fritz Mittelstaedt, Stadtarchiv Saarbrücken",/sites/default/files/2020-05/saarabstimmung-1935.jpg,image/jpeg,Saar-Lor-Lux 2020
Stadtarchiv der Landeshauptstadt Saarbrücken,Plébiscite sur le statut de la Sarre de 1935,https://codingdavinci.de/fr/daten/plebiscite-sur-le-statut-de-la-sarre-de-1935,saarabstimmung-1935.jpg,CC BY-SA 3.0 DE,"Nachlass Fritz Mittelstaedt, Stadtarchiv Saarbrücken",/sites/default/files/2020-05/saarabstimmung-1935.jpg,image/jpeg,Saar-Lor-Lux 2020
Stadtarchiv der Landeshauptstadt Saarbrücken,Plébiscite sur le statut de la Sarre de 1935,https://codingdavinci.de/fr/daten/plebiscite-sur-le-statut-de-la-sarre-de-1935,saarabstimmung-1935.jpg,CC BY-SA 3.0 DE,"Nachlass Fritz Mittelstaedt, Stadtarchiv Saarbrücken",/sites/default/files/2020-05/saarabstimmung-1935.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Der Fond Claire und Yvan Goll,https://codingdavinci.de/de/daten/der-fond-claire-und-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
Ville de Saint-Dié-des-Vosges,Le fonds Claire et Yvan Goll,https://codingdavinci.de/fr/daten/le-fonds-claire-et-yvan-goll,der-fond-claire-und-yvan-goll.jpg,CC BY 4.0,Fond Claire und Ivan Goll,/sites/default/files/2020-05/der-fond-claire-und-yvan-goll.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,Die Kathedrale der Wellen: Das Sendezentrum Europe 1,https://codingdavinci.de/de/daten/die-kathedrale-der-wellen-das-sendezentrum-europe-1,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
xmlab der HBKsaar,La cathédrale des ondes - Centre émetteur d’Europe 1 en Sarre,https://codingdavinci.de/fr/daten/la-cathedrale-des-ondes-centre-emetteur-deurope-1-en-sarre,die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,CC BY 4.0,Sebastian Jager,/sites/default/files/2020-05/die-kathedrale-der-wellen-das-sendezentrum-europe-1.jpg,image/jpeg,Saar-Lor-Lux 2020
Niedersächsisches Landesamt für Denkmalpflege,Denkmaldaten Niedersachsens,https://codingdavinci.de/de/daten/denkmaldaten-niedersachsens,web_Datenset NLD_Coverbild.jpg,CC BY-SA 4.0,Niedersächsisches Landesamt für Denkmalpflege,/sites/default/files/2020-09/web_Datenset%20NLD_Coverbild.jpg,image/jpeg,Niedersachsen 2020
Stiftung AutoMuseum Volkswagen,VW Käfer-Variationen,https://codingdavinci.de/de/daten/vw-kaefer-variationen,web_Ballon Käfer.jpg,CC BY-SA 4.0,Stiftung AutoMuseum Volkswagen,/sites/default/files/2020-09/web_Ballon%20K%C3%A4fer.jpg,image/jpeg,Niedersachsen 2020
Universitätsbibliothek Braunschweig,Historische Kinderbücher,https://codingdavinci.de/de/daten/historische-kinderbuecher,web_00000002.jpg,public domain,,/sites/default/files/2020-09/web_00000002.jpg,image/jpeg,Niedersachsen 2020
Georg-August-Universität Göttingen – Zentrale Kustodie,Symbole des Weiblichen – Die Sammlung Heinz Kirchhoff,https://codingdavinci.de/de/daten/symbole-des-weiblichen-die-sammlung-heinz-kirchhoff,web_Weibliches Idol_Eshnunna.jpg,CC BY-SA 4.0,Universität Göttingen,/sites/default/files/2020-09/web_Weibliches%20Idol_Eshnunna.jpg,image/jpeg,Niedersachsen 2020
Georg-August-Universität Göttingen – Zentrale Kustodie,Botanische Lehrtafeln der Uni Göttingen,https://codingdavinci.de/de/daten/botanische-lehrtafeln-der-uni-goettingen,web_UniGoettingen_BotanischeLehrtafeln (2).jpg,CC BY-SA 4.0,Karsten Heck,/sites/default/files/2020-09/web_UniGoettingen_BotanischeLehrtafeln%20%282%29.jpg,image/jpeg,Niedersachsen 2020
Übersee-Museum Bremen,Privatfotografien eines Kaufmanns aus Hongkong 1890 bis 1907,https://codingdavinci.de/de/daten/privatfotografien-eines-kaufmanns-aus-hongkong-1890-bis-1907,web_P34536.jpg,CC BY-SA 4.0,Übersee-Museum Bremen,/sites/default/files/2020-10/web_P34536.jpg,image/jpeg,Niedersachsen 2020
Stadtmuseum Einbeck,Verpackungen,https://codingdavinci.de/de/daten/verpackungen,web_A 16663_L.jpg,CC BY-SA 4.0,Stadtmuseum Einbeck,/sites/default/files/2020-10/web_A%2016663_L.jpg,image/jpeg,Niedersachsen 2020
Stadtarchiv Verden (Aller),"Gold- und Silberschmiede-Gesellen in der Stadt Verden, 1819-1867",https://codingdavinci.de/de/daten/gold-und-silberschmiede-gesellen-der-stadt-verden-1819-1867,web_Auszug Liste Gold-und Silberschmiede-Gesellen in der Stadt Verden.jpg,CC BY-SA 4.0,Stadtarchiv Verden (Aller),/sites/default/files/2020-09/web_Auszug%20Liste%20Gold-und%20Silberschmiede-Gesellen%20in%20der%20Stadt%20Verden.jpg,image/jpeg,Niedersachsen 2020
Stadtarchiv Hannover,Plakate und Anschläge der Stadt Hannover 1945-1950,https://codingdavinci.de/de/daten/plakate-und-anschlaege-der-stadt-hannover-1945-1950,web_StadtAH_Plakate_Titelbild.jpg,CC BY-SA 4.0,Stadtarchiv Hannover,/sites/default/files/2020-09/web_StadtAH_Plakate_Titelbild.jpg,image/jpeg,Niedersachsen 2020
Schulmuseum Bremen,Einmaleins zur Bremer Schulgeschichte,https://codingdavinci.de/de/daten/einmaleins-zur-bremer-schulgeschichte,Davinci Schulmuseum Bremen.jpg,CC BY-SA 4.0,Schulmuseum Bremen,/sites/default/files/2020-10/Davinci%20Schulmuseum%20Bremen.jpg,image/jpeg,Niedersachsen 2020
Schloss Evenburg,Spielhaus Schloss Evenburg,https://codingdavinci.de/de/daten/spielhaus-schloss-evenburg,web_Titelbild.jpg,public domain,,/sites/default/files/2020-10/web_Titelbild.jpg,image/jpeg,Niedersachsen 2020
Rechnermuseum der Gesellschaft für wissenschaftliche Datenverarbeitung mbH Göttingen,Objekte aus der Geschichte der Computertechnik,https://codingdavinci.de/de/daten/objekte-aus-der-geschichte-der-computertechnik,web_Rechnermuseum-1163.jpg,CC BY 4.0,"Rechteinhaber: GWDG, Urheber: Michael Jayalath",/sites/default/files/2020-10/web_Rechnermuseum-1163.jpg,image/jpeg,Niedersachsen 2020
Portal zur Geschichte – Sammlung Frauenstift Gandersheim,Sammlung Frauenstift Gandersheim,https://codingdavinci.de/de/daten/sammlung-frauenstift-gandersheim,web_BadGandersheim_Portal_zur_Geschichte_Reliquie_des_Hl_Bartholomaeus_377-10-1.jpeg,CC BY-SA 4.0,"Bad Gandersheim, Portal zur Geschichte Sammlung Frauenstift Gandersheim",/sites/default/files/2020-09/web_BadGandersheim_Portal_zur_Geschichte_Reliquie_des_Hl_Bartholomaeus_377-10-1.jpeg,image/jpeg,Niedersachsen 2020
Georg-August-Universität Göttingen – Physicalisches Cabinet,Instrumente der Experimentalphysik Georg Christoph Lichtenbergs,https://codingdavinci.de/de/daten/instrumente-der-experimentalphysik-georg-christoph-lichtenbergs,web_H83.jpg,CC BY-SA 4.0,"Universität Göttingen, Urheber: Sauer Marketing",/sites/default/files/2020-10/web_H83.jpg,image/jpeg,Niedersachsen 2020
Oberharzer Bergwerksmuseum Clausthal-Zellerfeld,Bergmännisches Kunsthandwerk,https://codingdavinci.de/de/daten/bergmaennisches-kunsthandwerk,web_Clausthal-Zellerfeld_ModellBuckelbergwerk_OBM X 1988-52_5647.jpeg,CC BY-SA 4.0,"Clausthal-Zellerfeld, Oberharzer Bergwerksmuseum (OBM)",/sites/default/files/2020-09/web_Clausthal-Zellerfeld_ModellBuckelbergwerk_OBM%20X%201988-52_5647.jpeg,image/jpeg,Niedersachsen 2020
Niedersächsisches Landesarchiv,Bau des Mittellandkanals,https://codingdavinci.de/de/daten/bau-des-mittellandkanals,web_m_ha_bigs_nr._11622.jpg,public domain,,/sites/default/files/2020-10/web_m_ha_bigs_nr._11622.jpg,image/jpeg,Niedersachsen 2020
Niedersächsische Staats- und Universitätsbibliothek Göttingen,The Maya Image Archive,https://codingdavinci.de/de/daten/maya-image-archive,web_subgoe_maya_bsp_11658.jpg,CC BY 4.0,Niedersächsische Staats- und Universitätsbibliothek Göttingen,/sites/default/files/2020-10/web_subgoe_maya_bsp_11658.jpg,image/jpeg,Niedersachsen 2020
Niedersächsische Staats- und Universitätsbibliothek Göttingen,Material Evidence in Incunabula,https://codingdavinci.de/de/daten/material-evidence-incunabula,web_subgoe_mei_bsp_brant.png,CC0 1.0,,/sites/default/files/2020-09/web_subgoe_mei_bsp_brant.png,image/png,Niedersachsen 2020
Niedersächsische Staats- und Universitätsbibliothek Göttingen,Siegelsammlung Paul Arnold Grun,https://codingdavinci.de/de/daten/siegelsammlung-paul-arnold-grun,web_subgoe_siegel_bsp_vhanau.jpg,CC BY-SA 4.0,Niedersächsische Staats- und Universitätsbibliothek Göttingen,/sites/default/files/2020-09/web_subgoe_siegel_bsp_vhanau.jpg,image/jpeg,Niedersachsen 2020
Niedersächsische Staats- und Universitätsbibliothek Göttingen,"Portraits, Stammbuchblätter und Archivalien zur Universitätsgeschichte",https://codingdavinci.de/de/daten/portraits-stammbuchblaetter-und-archivalien-zur-universitaetsgeschichte,web_subgoe_stammbuchblaetter_bsp_rasenmuehle.jpg,CC BY 4.0,Niedersächsische Staats- und Universitätsbibliothek Göttingen,/sites/default/files/2020-09/web_subgoe_stammbuchblaetter_bsp_rasenmuehle.jpg,image/jpeg,Niedersachsen 2020
Museum Schloss Herzberg,Sammlung Museum Schloss Herzberg,https://codingdavinci.de/de/daten/sammlung-museum-schloss-herzberg,web_Herzberg_MuseumSchlossHerzberg_Jagdbuechse_042S-03.jpeg,CC BY 4.0,"Herzberg am Harz, Museum Schloss Herzberg",/sites/default/files/2020-09/web_Herzberg_MuseumSchlossHerzberg_Jagdbuechse_042S-03.jpeg,image/jpeg,Niedersachsen 2020
Museum Schloss Fürstenberg,Porzellan-Sammlung,https://codingdavinci.de/de/daten/porzellan-sammlung,web_Fuerstenberg_Museum_Schloss_Fuerstenberg_Ragonde_aus_der_Commedia_dellArt_184.jpeg,CC BY-SA 4.0,"Fürstenberg (Weser), Museum Schloss Fürstenberg",/sites/default/files/2020-09/web_Fuerstenberg_Museum_Schloss_Fuerstenberg_Ragonde_aus_der_Commedia_dellArt_184.jpeg,image/jpeg,Niedersachsen 2020
Museum Hameln,Der Rattenfänger im Museum Hameln,https://codingdavinci.de/de/daten/der-rattenfaenger-im-museum-hameln,web_Titel_MuseumHameln.jpg,CC BY-SA 4.0,Museum Hameln,/sites/default/files/2020-09/web_Titel_MuseumHameln.jpg,image/jpeg,Niedersachsen 2020
Museum August Kestner,Neu beleuchtet. Brot und Spiele im Alten Rom,https://codingdavinci.de/de/daten/neu-beleuchtet-brot-und-spiele-im-alten-rom,web_Oellampe Cover#001 CR.jpg,CC BY-SA 4.0,Museum August Kestner & Stadtarchiv Hannover,/sites/default/files/2020-10/web_Oellampe%20Cover%23001%20CR.jpg,image/jpeg,Niedersachsen 2020
Museum August Kestner,"Souvenir aus Rom. Das ""Rehberg-Album""",https://codingdavinci.de/de/daten/souvenir-aus-rom-das-rehberg-album,web_Rehberg Album Cover.jpg,CC BY-SA 4.0,Museum August Kestner,/sites/default/files/2020-10/web_Rehberg%20Album%20Cover.jpg,image/jpeg,Niedersachsen 2020
Landesmuseum Natur und Mensch Oldenburg,Makrofotografien und 3D-Modelle von Insekten,https://codingdavinci.de/de/daten/makrofotografien-und-3d-modelle-von-insekten,web_C.png,CC BY-SA 4.0,Institut für Angewandte Photogrammetrie und Geoinformatik (IAPG),/sites/default/files/2020-10/web_C.png,image/png,Niedersachsen 2020
Landesmuseum Hannover,Ethnologie,https://codingdavinci.de/de/daten/ethnologie,web_Ethnologie.jpg,CC BY 4.0,Landesmuseum Hannover,/sites/default/files/2020-09/web_Ethnologie.jpg,image/jpeg,Niedersachsen 2020
Landesmuseum Hannover,Naturkunde,https://codingdavinci.de/de/daten/naturkunde,web_Naturkunde.jpg,CC BY 4.0,Landesmuseum Hannover,/sites/default/files/2020-09/web_Naturkunde.jpg,image/jpeg,Niedersachsen 2020
Landesmuseum Hannover,Archäologie,https://codingdavinci.de/de/daten/archaeologie,web_Archäologie.jpg,CC BY 4.0,Landesmuseum Hannover,/sites/default/files/2020-09/web_Arch%C3%A4ologie.jpg,image/jpeg,Niedersachsen 2020
Landesmuseum Hannover,Landesgalerie,https://codingdavinci.de/de/daten/landesgalerie,web_Landesgalerie.jpg,CC BY 4.0,Landesmuseum Hannover,/sites/default/files/2020-09/web_Landesgalerie.jpg,image/jpeg,Niedersachsen 2020
Kreis- und Stadtarchäologie Gifhorn,Archäologische Sammlung,https://codingdavinci.de/de/daten/archaeologische-sammlung,web_Archäologie_GF_Hackathon.jpg,CC BY-SA 4.0,Kreis- und Stadtarchäologie Gifhorn,/sites/default/files/2020-09/web_Arch%C3%A4ologie_GF_Hackathon.jpg,image/jpeg,Niedersachsen 2020
Historisches Museum Hannover,Bier aus Hannover,https://codingdavinci.de/de/daten/bier-aus-hannover,web_087511_131382.jpg,CC BY-SA 4.0,Historisches Museum Hannover,/sites/default/files/2020-09/web_087511_131382.jpg,image/jpeg,Niedersachsen 2020
Herzog August Bibliothek Wolfenbüttel,Herzog Augusts Bücherrad-Katalog,https://codingdavinci.de/de/daten/herzog-augusts-buecherrad-katalog,web_00002.jpg,CC BY-SA 3.0 DE,Herzog August Bibliothek Wolfenbüttel,/sites/default/files/2020-10/web_00002.jpg,image/jpeg,Niedersachsen 2020
Herzog Anton Ulrich-Museum,Herzog Anton Ulrich-Museum,https://codingdavinci.de/de/daten/herzog-anton-ulrich-museum,web_HAUM_ausssen_DSC4012.jpg,CC BY-SA 4.0,Herzog Anton Ulrich-Museum,/sites/default/files/2020-10/web_HAUM_ausssen_DSC4012.jpg,image/jpeg,Niedersachsen 2020
Heimatmuseum Obernfeld,Historische Kleidung und Trachten,https://codingdavinci.de/de/daten/historische-kleidung-und-trachten,web_Obernfeld_Heimatmuseum_Obernfelder Tracht_1.011.1a.jpeg,CC BY-SA 4.0,"Obernfeld, Heimatmuseum Obernfeld",/sites/default/files/2020-09/web_Obernfeld_Heimatmuseum_Obernfelder%20Tracht_1.011.1a.jpeg,image/jpeg,Niedersachsen 2020
Gottfried Wilhelm Leibniz Bibliothek – Niedersächsische Landesbibliothek,"Sammlung ""Altkarten""",https://codingdavinci.de/de/daten/sammlung-altkarten,web_Mappe_XIX_C_170.jpg,public domain,,/sites/default/files/2020-10/web_Mappe_XIX_C_170.jpg,image/jpeg,Niedersachsen 2020
Georg-Eckert-Institut – Leibniz-Institut für internationale Schulbuchforschung,Lesebücher Deutsches Kaiserreich,https://codingdavinci.de/de/daten/lesebuecher-deutsches-kaiserreich,web_lesebuch_deutsches_kaiserreich.jpg,public domain,,/sites/default/files/2020-09/web_lesebuch_deutsches_kaiserreich.jpg,image/jpeg,Niedersachsen 2020
Georg-Eckert-Institut – Leibniz-Institut für internationale Schulbuchforschung,Fibeln Deutsches Kaiserreich,https://codingdavinci.de/de/daten/fibeln-deutsches-kaiserreich,web_Fibel_Deutsches_Kaiserreich.jpg,public domain,,/sites/default/files/2020-09/web_Fibel_Deutsches_Kaiserreich.jpg,image/jpeg,Niedersachsen 2020
